ID,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes,formatted_address,latitude,longitude
936,City Prime Health ,"814 East 156th Street, Bronx",,(718) 665-1746,Primary Care ,Vaccine offered:Moderna (18+),,"814 E 156th St, Bronx, NY 10455, USA",40.8173669,-73.9039013
937,Citywide Urgent Care ,"236 Broadway, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 307-1230,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","236 Broadway, Brooklyn, NY 11211, USA",40.7088859,-73.9601827
938,Citywide Urgent Care - Bronx ,"320 East 204th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 223-5356,Urgent Care ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","320 E 204th St, Bronx, NY 10467, USA",40.8724788,-73.8784408
939,Citywide Urgent Care - Nostrand ,"2361 Nostrand Avenue, Suite 101, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 703-7788,Urgent Care ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","2361 Nostrand Ave. #101, Brooklyn, NY 11210, USA",40.6272223,-73.9467847
940,Claremont Family Health Center ,"262-4 East 174th Street, Bronx",,(718) 734-2539,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"262 E 174th St, Bronx, NY 10457, USA",40.8444942,-73.9059981
941,Cohen Medical Clinic ,"352 Thomas S Boyland Street, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 484-9116,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Pfizer (5-11)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","352 Thomas S Boyland St, Brooklyn, NY 11233, USA",40.6722498,-73.914374
942,Coney Island Health Services Inc ,"3514 Mermaid Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 265-9108,Primary Care ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","3514 Mermaid Ave, Brooklyn, NY 11224, USA",40.5746148,-74.0009541
943,Daystar Medical Services ,"1180 East 92nd Street, Brooklyn",,(718) 257-3232,Primary Care ,Vaccine offered:Moderna (18+),,"1180 E 92nd St, Brooklyn, NY 11236, USA",40.6406547,-73.9045329
944,DET Medical PC ,"175-67 Hillside Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 526-1839,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","175-67 Hillside Avenue, Jamaica, NY 11432, USA",40.7124482,-73.7857168
945,Doctor Urgent Medical Care - Bronx ,"538 East Fordham Rd, 1st Floor, Bronx",,(347) 630-2323,Urgent Care ,Vaccine offered:Moderna (18+),,"538 E Fordham Rd 1st Floor, Bronx, NY 10458, USA",40.8592895,-73.8871258
946,"Dong Hong Shong, MDPC ","136-68 Roosevelt Avenue, STE 4B, Queens",,(718) 539-3648,Primary Care ,Vaccine offered:Moderna (18+),,"136-68 Roosevelt Ave #4b, Flushing, NY 11354, USA",40.7600084,-73.8277032
947,Doral Medical and Multispecialty Facility LLC ,"1797 Pitkin Avenue, 2nd Floor, Brooklyn",,(347) 955-3464,Community Health Center/Clinic ,Vaccine offered:Pfizer (12+),,"1797 Pitkin Ave 2ND FLOOR, Brooklyn, NY 11212, USA",40.6705873,-73.9067408
948,"Downtown Family Medicine, PC ","65 Broadway, Suite 1806, Manhattan",,(212) 482-2400,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),,"65 Broadway Suite 1806, New York, NY 10006, USA",40.7072871,-74.0124748
949,Dr. Arthur Hall M.D ,"3018 Colden Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 652-6206,Primary Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","3018 Colden Ave, Bronx, NY 10469, USA",40.8702311,-73.8591929
950,Dr. Moysik Medical PC ,"3000 Ocean Parkway, Suite L1, Brooklyn",,(718) 972-3693,Primary Care ,Vaccine offered:Moderna (18+),,"3000 Ocean Pkwy l1, Brooklyn, NY 11235, USA",40.5775368,-73.9688224
951,Dr. Pearlman's Medical Care P.C ,"8214 18th Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 331-3939,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","8214 18th Ave, Brooklyn, NY 11214, USA",40.6092252,-74.0006098
952,Dr. Uriel Medical PLLC ,"69-27 164th Street, 1st Floor, Queens",,(718) 261-3222,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),,"69-27 164th St 1st Floor, Flushing, NY 11365, USA",40.7322381,-73.8046632
953,East Sunrise Medical PLLC ,"38-08 Union Street, 5A, Queens",,(718) 888-7907,Primary Care ,Vaccine offered:Moderna (18+),,"38-08 Union St #5a, Flushing, NY 11354, USA",40.7611905,-73.8277565
954,East Sunrise Medical PLLC ,"745 61st Street, 1st Floor, Brooklyn",,(718) 333-5537,Primary Care ,Vaccine offered:Moderna (18+),,"745 61st St 1st Floor, Brooklyn, NY 11220, USA",40.6357074,-74.0110842
955,Elina Yushuvayev MD ,"222-15 Northern Blvd, Lobby A, Queens",,(718) 215-0020,Primary Care ,Vaccine offered:Moderna (18+),,"222-15 Northern Blvd Lobby A, Bayside, NY 11361, USA",40.7622256,-73.7590476
956,Elmside Medical PLLC ,"92-04 Corona Avenue, Queens",,(718) 271-6188,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"92-04 Corona Ave., Queens, NY 11373, USA",40.7423288,-73.8720807
957,"Endocrine Associate of West Village, PC ","36-36 33rd Street, Suite 311, Queens",,N/A,Primary Care ,Vaccine offered:Pfizer (12+),,"36-36 33rd St Suite 311, Queens, NY 11106, USA",40.7549179,-73.9292266
958,Essen Health Care: Metro Urgicare ,"1434 Williamsbridge Road, Bronx",,(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),,"1434 Williamsbridge Rd, Bronx, NY 10461, USA",40.8430217,-73.8445693
959,Essen Health Care: Metro Urgicare ,"1550 University Avenue, Bronx",,(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),,"1550 University Ave, Bronx, NY 10452, USA",40.8460115,-73.9212581
960,Essen Health Care: Metro Urgicare ,"2720 White Plains Road, Bronx",,(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),,"2720 White Plains Rd, Bronx, NY 10467, USA",40.866095,-73.8670938
961,Essen Health Care: Metro Urgicare ,"2742 3rd Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","2742 3rd Ave., Bronx, NY 10455, USA",40.8141536,-73.9206887
962,Essen Health Care: Metro Urgicare ,"540 East 138th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","540 E 138th St, Bronx, NY 10454, USA",40.8067885,-73.9180363
963,Essen Health Care: Metro Urgicare ,"899 Elton Avenue, Bronx",,(718) 583-7736,Urgent Care ,Vaccine offered:Moderna (18+),,"899 Elton Ave, Bronx, NY 10451, USA",40.823986,-73.911822
964,Family Health Care PLLC ,"2116 Bath Avenue, Brooklyn",,(347) 338-5111,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"2116 Bath Ave, Brooklyn, NY 11214, USA",40.5995942,-73.9991639
965,Family Medical Center ,"5908 5th Ave, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 227-8448,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","5908 5th Ave, Brooklyn, NY 11220, USA",40.6400175,-74.0160056
966,Flushing OB/GYN ,"136-20 38th Avenue, 5E, Queens",,(718) 359-5868,Primary Care ,Vaccine offered:Moderna (18+),,"136-20 38th Ave #5e, Flushing, NY 11354, USA",40.7609223,-73.8300252
967,Future Care Internal Medicine ,"6405 Yellowstone boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 885-4257,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","64-05 Yellowstone Blvd, Forest Hills, NY 11375, USA",40.7322407,-73.8512301
968,"George Hall, MD, PC/Manhattan ","217 Grand Street, Suite 401, Manhattan",,(212) 965-1380,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"217 Grand St #401, New York, NY 10013, USA",40.7186935,-73.9960478
969,Gramercy Pediatrics ,"420 West 23rd Street, Suite AGF, Manhattan",,(212) 473-4200,Primary Care ,Vaccine offered:Pfizer (5-11),,"420 W 23rd St Suite AGF, New York, NY 10011, USA",40.746714,-74.0024003
970,Great City Medical ,"68 East 131st Street, Suite 100, Manhattan",,(212) 281-8600,Primary Care ,Vaccine offered:Johnson & Johnson (18+),,"68 E 131st St Suite 100, New York, NY 10037, USA",40.808992,-73.9369465
971,Gupta Gastro ,"130 Avenue P, Brooklyn",,(718) 372-7434,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"130 Avenue P, Brooklyn, NY 11204, USA",40.6076175,-73.9826327
972,Gupta Gastro ,"238 Beach 20th Street, Queens",,N/A,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"238 Beach 20th St, Far Rockaway, NY 11691, USA",40.5964571,-73.7538764
973,Harlem Cardiology on Madison Avenue ,"1787 Madison Avenue, Suite 50C, Manhattan",,(212) 348-9400,Primary Care ,Vaccine offered:Moderna (18+),,"1787 Madison Ave #50c, New York, NY 10035, USA",40.8009078,-73.9439615
974,HCC Community Health Center ,"179 Jamaica Avenue, Brooklyn",,(929) 267-5354,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (5-11),,"179 Jamaica Ave, Brooklyn, NY 11207, USA",40.6800111,-73.8941405
975,Healthier Primary Care ,"136-20 38th Street, 5J, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 661-2108,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","136-20 38th Ave #5j, Flushing, NY 11354, USA",40.7609223,-73.8300252
976,HealthNeed Medical Urgent Care ,"38-21 Main Street, Suite 1A, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 888-1808,Urgent Care ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","38-21 Main St #1a, Flushing, NY 11354, USA",40.7604349,-73.8303945
977,"Healthy Children Pediatric Medicine, PC ","1240 Walton Avenue, Suite1, Bronx",,(718) 588-0303,Primary Care ,Vaccine offered:Pfizer (12+),,"1240 Walton Ave #1, Bronx, NY 10452, USA",40.8362428,-73.9183004
978,Heritage Healthcare Center Manhattan ,"1727 Amsterdam Avenue, 1st Floor, Manhattan",,(646) 979-4515,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+),,"1727 Amsterdam Ave 1st Floor, New York, NY 10031, USA",40.8254508,-73.9469577
979,Invicta Medical Group ,"8778 Bay Parkway, 2nd Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 889-7445,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","8778 Bay Pkwy 2nd Fl, Brooklyn, NY 11214, USA",40.598558,-73.9978323
980,Isha Health Facility ,"679 East 138th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 585-0008,Community Health Center/Clinic ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","679 E 138th St, Bronx, NY 10454, USA",40.8055646,-73.9139831
981,Island Pediatrics Associates ,"114-12 Beach Channel Drive, Suite 7, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 474-3375,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","11412 Beach Channel Dr #7, Rockaway Park, NY 11694, USA",40.5823225,-73.837007
982,J W Medical Services ,"765 52nd Street, 1st Floor, Brooklyn",,(718) 435-5980,Primary Care ,Vaccine offered:Pfizer (5-11),,"765 52nd St 1st Floor, Brooklyn, NY 11220, USA",40.6404943,-74.005281
983,JA Personal Medical Care ,"355 Ovington Ave, Suite 202, Brooklyn",,(718) 621-7100,Primary Care ,Vaccine offered:Moderna (18+),,"355 Ovington Ave STE 202, Brooklyn, NY 11209, USA",40.6344607,-74.0246967
984,John Abroon MD ,"34 E 72nd ST, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 288-0900,Primary Care ,Vaccine offered:Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","34 E 72nd St, New York, NY 10021, USA",40.7713356,-73.965006
985,"Jonathan Leibowitz, MD ","1343 55th Street, Brooklyn",,(718) 972-7222,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"1343 55th St, Brooklyn, NY 11219, USA",40.6311497,-73.9943317
986,JP Morgan Chase Vaccination Clinic ,"4 MetroTech Center, Street Level Retail - Next to Chase Branch, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","4 Chase, MetroTech Center, Brooklyn, NY 11245, USA",40.6931626,-73.9836502
987,Juno Medical ,"2298 Frederick Douglass Blvd, Manhattan",,(212) 300-2836,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11),,"2298 Frederick Douglass Blvd, New York, NY 10027, USA",40.8092122,-73.9515152
988,"Katherine Zeng, MD ","133-47 Sanford Avenue, Suite 1H, Queens",,(718) 886-6605,Primary Care ,Vaccine offered:Pfizer (5-11),,"133-47 Sanford Ave #1h, Flushing, NY 11355, USA",40.756661,-73.8295117
989,Kingsbrook Jewish Medical Center ,"585 Schenectady Avenue, Brooklyn",,(718) 604-5300,Hospital-Based Health Center/Clinic ,Vaccine offered:Pfizer (12+),,"585 Schenectady Ave, Brooklyn, NY 11203, USA",40.6599813,-73.9325378
990,"La Casa De Salud, Inc. ","966 Prospect Avenue, Bronx",,(718) 734-2539,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"966 Prospect Ave, Bronx, NY 10459, USA",40.8228035,-73.8996662
991,Larimar Family Healthcare ,"4 Highlawn Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 676-5650,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","4 Highlawn Ave, Brooklyn, NY 11223, USA",40.6025567,-73.9859004
992,LaSante Health Center ,"672 Parkside Avenue, Second Floor, Brooklyn",,(718) 246-5700,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"672 Parkside Ave 2nd Floor, Brooklyn, NY 11226, USA",40.6561287,-73.9508169
993,Lenox Health Greenwich Village ,"200 W 13th Street, Manhattan",,N/A,Hospital-Based Health Center/Clinic ,Vaccine offered:Pfizer (12+),,"200 W 13th St, New York, NY 10011, USA",40.7378675,-74.0008189
994,Lenox Hill Hospital - Einhorn Auditorium ,"131 East 76th Street, Manhattan",,(844) 919-8222,Hospital-Based Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+),,"131 E 76th St, New York, NY 10021, USA",40.7732901,-73.9607108
995,Lexington Medical Associates ,"139 East 57th Street, 8th Floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 750-5088,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","139 E 57th St 8th Floor, New York, NY 10022, USA",40.7609902,-73.9687808
996,Li Hong Pediatrics ,"3808 Union Street, Queens",,(917) 285-2148,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"38-08 Union St, Flushing, NY 11354, USA",40.7611905,-73.8277565
997,Lingling Zeng MD ,"136-20 38 Avenue, Suite 5C, Queens",,(718) 321-0219,Primary Care ,Vaccine offered:Pfizer (5-11),,"136-20 38th Ave #5c, Flushing, NY 11354, USA",40.7609223,-73.8300252
998,Liwen Huang Medical PC ,"8409 Queens Boulevard, 1A, Queens",,(347) 316-8838,Primary Care ,Vaccine offered:Moderna (18+),,"84-09 Queens Blvd #1a, Queens, NY 11373, USA",40.7373801,-73.8789336
999,Local MD ,"71-16 Grand Avenue, Queens",,(718) 307-1577,Community Health Center/Clinic ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),,"71-16 Grand Ave, Queens, NY 11378, USA",40.7278877,-73.8915407
1000,"Lyudmila Cavalier, MD ","9014 Flatlands  Avenue, Brooklyn",,(718) 209-5353,Primary Care ,Vaccines offered:Pfizer (5-11)Moderna (18+),,"9014 Flatlands Ave, Brooklyn, NY 11236, USA",40.6403907,-73.9053976
1001,"Maha Awikeh, MD, PC ","326 79th Street, Brooklyn",,(718) 921-0979,Primary Care ,Vaccine offered:Moderna (18+),,"326 79th St, Brooklyn, NY 11209, USA",40.6282639,-74.0282074
1002,Manhattan Family Practice ,"911 Park Avenue, Suite 1B, Manhattan",,(212) 288-7193,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"911 Park Ave #1b, New York, NY 10075, USA",40.77598,-73.9598383
1003,Manhattan Medical Arts ,"492 6th Street, Manhattan",,(646) 454-9000,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),,"492 E 6th St, New York, NY 10009, USA",40.7254868,-73.9839928
1004,Manhattan Pediatric Associates ,"217 Grand Street, 5th Fl, Manhattan",,(212) 966-3585,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"217 Grand St #5th, New York, NY 10013, USA",40.7186719,-73.9960519
1005,Manhattan Pediatric Associates ,"859 60th Street, Brooklyn",,(718) 854-7666,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"859 60th St, Brooklyn, NY 11220, USA",40.6347356,-74.0078532
1006,"Manhattan Pediatric Associates, P.C. ","8405 Queens Boulevard, 2nd Floor, Queens",,(718) 565-0688,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"8405 Queens Blvd 2nd Floor, Queens, NY 11373, USA",40.7374471,-73.8789901
1007,"Marina Richards, M.D. ","80 Central Park West, Suite C, Manhattan",,(212) 362-8200,Primary Care ,Vaccine offered:Moderna (18+),,"80 Central Park West Suite C, New York, NY 10023, USA",40.7740567,-73.9780672
1008,Mark B. Lew MD ,"2704 Glenwood Road, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 859-6440,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","2704 Glenwood Rd, Brooklyn, NY 11210, USA",40.6335056,-73.9506544
1009,Medrite Urgent Care ,"1646 2nd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 969-7863,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1646 2nd Ave, New York, NY 10028, USA",40.7773445,-73.9518024
1010,MedRite Urgent Care ,"504 Myrtle Ave, Brooklyn",,(718) 400-9633,Urgent Care ,Vaccine offered:Moderna (18+),,"504 Myrtle Ave, Brooklyn, NY 11205, USA",40.6933403,-73.9644072
1011,MedRite Urgent Care Park Slope ,"245 4th Avenue, Brooklyn",,(718) 407-1270,Urgent Care ,Vaccine offered:Moderna (18+),,"245 4th Ave, Brooklyn, NY 11215, USA",40.6763144,-73.9833705
1012,Metro Community Health Center - Bronx ,"979 Cross Bronx Expressway, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(855) 624-2692,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","979 Cross Bronx Expy, Bronx, NY 10465, USA",40.8253433,-73.8398857
1013,Metro Community Health Center - Staten Island ,"2324 Forest Avenue, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(855) 624-2692,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","2324 Forest Ave, Staten Island, NY 10303, USA",40.6270584,-74.1673925
1014,MiDoctor Urgent Care ,"715 9th Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 757-2015,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","715 9th Ave, New York, NY 10019, USA",40.762819,-73.9899587
1015,Midtown Gynecology ,"225 West 35th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 631-7900,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","225 W 35th St, New York, NY 10001, USA",40.7522816,-73.9911337
1016,Milestones Pediatrics of New York ,"2431 86th Street, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 513-6503,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","2431 86th St, Brooklyn, NY 11214, USA",40.598899,-73.988382
1017,Mill Basin Medical ,"2083 East 65th Street, Brooklyn",,(718) 444-5105,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"2083 E 65th St, Brooklyn, NY 11234, USA",40.6171185,-73.9115373
1018,Milos Medical ,"71-28 Cooper Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 418-7681,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","71-28 Cooper Ave, Glendale, NY 11385, USA",40.7025386,-73.8791795
1019,MingZhu Medical Office PC ,"5615 7th Avenue, 2nd Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(929) 403-0188,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","5615 7th Ave 2nd Floor, Brooklyn, NY 11220, USA",40.6386422,-74.0096038
1020,MKR Medical PC ,"828 Utica Avenue, Brooklyn",,(718) 303-0851,Primary Care ,Vaccine offered:Moderna (18+),,"828 Utica Ave, Brooklyn, NY 11203, USA",40.6529027,-73.9308041
1021,Mobile Health Medical Services ,"229 West 26th Street, 9th Fl., Manhattan",,(212) 695-5122,Community Health Center/Clinic ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+),,"229 W 26th St 9th Fl, New York, NY 10001, USA",40.7467501,-73.995565
1022,ModernMD Urgent Care - Bed-Stuy ,"1248 Fulton Street, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8130,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1248 Fulton St 1st Floor, Brooklyn, NY 11216, USA",40.6802909,-73.9506958
1023,ModernMD Urgent Care - Bushwick ,"366 Knickerbocker Avenue, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8160,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","366 Knickerbocker Ave 1st Floor, Brooklyn, NY 11237, USA",40.7003575,-73.9215065
1024,ModernMD Urgent Care - City Line ,"1169 Liberty Avenue, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8180,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1169 Liberty Ave 1st Floor, Brooklyn, NY 11208, USA",40.6790502,-73.8661875
1025,ModernMD Urgent Care - Crown Heights ,"436 Utica Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8150,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","436 Utica Ave, Brooklyn, NY 11213, USA",40.6638451,-73.9319867
1026,ModernMD Urgent Care - Flatbush ,"916 Flatbush Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8140,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","916 Flatbush Ave, Brooklyn, NY 11226, USA",40.6493085,-73.9587363
1027,ModernMD Urgent Care - Jackson Heights ,"37-33 82nd Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8190,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","37-33 82nd St, Jackson Heights, NY 11372, USA",40.7487213,-73.8838633
1028,ModernMD Urgent Care - S.E. Williamsburg ,"68 Graham Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8120,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","68 Graham Ave, Brooklyn, NY 11206, USA",40.7033359,-73.9422048
1029,ModernMD Urgent Care - Woodhaven ,"89-22 Jamaica Avenue, 1st Floor, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8170,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","8922 Jamaica Ave 1st Floor, Woodhaven, NY 11421, USA",40.6926205,-73.8547247
1030,Montefiore Castle Hill Family Practice ,"2175 Westchester Avenue, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"2175 Westchester Ave, Bronx, NY 10461, USA",40.8343789,-73.8524278
1031,Montefiore Comprehensive Family Care Center ,"1621 Eastchester Road, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"1621 Eastchester Rd, Bronx, NY 10461, USA",40.8455189,-73.8454901
1032,Montefiore Comprehensive Health Care Center ,"305 East 161st street, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"305 E 161 St, Bronx, NY 10451, USA",40.8254688,-73.91697
1033,Montefiore Family Health Center ,"1 Fordham Plaza, 5th Floor, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"Parking lot, 1 Fordham Plaza 5th floor, Bronx, NY 10458, USA",40.8601006,-73.8899605
1034,Montefiore Marble Hill Family Practice ,"5525 Broadway, Ground Floor, Bronx",,(718) 884-0279,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"5525 Broadway, Bronx, NY 10463, USA",40.8776347,-73.9060813
1035,Montefiore Williamsbridge Family Practice ,"3011 Boston Road, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"3011 Boston Rd, Bronx, NY 10469, USA",40.8701027,-73.8571491
1036,"Mujtaba NP in Family Health, P.C. ","104-26 Roosevelt Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(929) 463-7190,Primary Care ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","104-26 Roosevelt Ave, Flushing, NY 11368, USA",40.75002,-73.8606355
